gene,noFMT_4_colon
gene_4633740,5356
gene_4383681,5349
gene_4419114,5344
gene_3986654,5341
gene_3154619,5338
gene_3544564,5334
gene_4606530,5334
gene_4317122,5331
gene_2839179,5304
gene_3831705,5299
gene_3585500,5287
gene_4609966,5285
gene_4433565,5274
gene_3249762,5257
gene_3896903,5246
gene_2736075,5232
gene_3762565,5231
gene_4096662,5211
gene_3391546,5206
gene_3217844,5202
gene_3789039,5202
gene_4471536,5197
gene_3646316,5186
gene_3587112,5185
gene_4420132,5172
gene_3393630,5165
gene_4183762,5164
gene_3685730,5152
gene_4222121,5150
gene_4142584,5143
gene_4540508,5141
gene_3818861,5126
gene_3545078,5119
gene_4123435,5100
gene_2986687,5094
gene_3746756,5092
gene_3302001,5088
gene_3159664,5086
gene_3684198,5072
gene_3730402,5041
gene_4568437,5030
gene_3020502,5029
gene_3408849,5005
gene_3374861,4995
gene_4544228,4987
gene_4214772,4973
gene_3947041,4969
gene_4542301,4964
gene_4626142,4943
gene_3470408,4932
gene_3635121,4916
gene_3110449,4915
gene_4036360,4909
gene_3546772,4902
gene_3419734,4892
gene_4169428,4884
gene_4157882,4876
gene_4217315,4870
gene_4309799,4869
gene_3913538,4858
gene_3534785,4848
gene_4375746,4841
gene_4160203,4837
gene_4151035,4834
gene_3750089,4817
gene_3521261,4811
gene_4466754,4791
gene_3520790,4789
gene_2677191,4788
gene_4088307,4775
gene_4265317,4775
gene_4628276,4756
gene_4009535,4756
gene_2400855,4755
gene_3440800,4746
gene_4548236,4739
gene_3573521,4737
gene_3000862,4730
gene_3870295,4727
gene_4483277,4708
gene_4021958,4697
gene_4139158,4676
gene_3673122,4671
gene_2478969,4670
gene_3894563,4659
gene_3675601,4656
gene_4566746,4644
gene_3558225,4629
gene_3188931,4617
gene_4615338,4607
gene_2933446,4592
gene_4394211,4591
gene_3980224,4589
gene_3209751,4584
gene_2485364,4554
gene_3385642,4518
gene_3414790,4518
gene_3825579,4517
gene_4629454,4502
gene_3782941,4492
gene_4153791,4474
gene_3136800,4467
gene_4304252,4458
gene_3818620,4454
gene_4346760,4454
gene_4018366,4452
gene_4493120,4450
gene_4497716,4448
gene_3985860,4430
gene_3461831,4422
gene_4509529,4421
gene_3314169,4419
gene_4137251,4398
gene_4329853,4381
gene_4157349,4378
gene_3477282,4370
gene_4624028,4360
gene_4073625,4357
gene_3221436,4353
gene_4200727,4350
gene_3256291,4349
gene_4503882,4343
gene_4059909,4340
gene_3740128,4332
gene_3823488,4323
gene_4146198,4320
gene_4040747,4314
gene_3317329,4309
gene_4467509,4305
gene_3911803,4302
gene_4250014,4270
gene_4209155,4268
gene_4088308,4263
gene_3986267,4259
gene_4485091,4253
gene_4065008,4250
gene_4416358,4241
gene_2347056,4238
gene_3089759,4235
gene_4218946,4229
gene_4304251,4200
gene_4436960,4198
gene_4548882,4186
gene_3497191,4185
gene_4609872,4185
gene_4387186,4183
gene_3988271,4181
gene_2836625,4179
gene_4006072,4174
gene_4087327,4170
gene_4520153,4165
gene_2736174,4153
gene_4086729,4137
gene_4333487,4133
gene_3992068,4124
gene_3653030,4103
gene_4310092,4103
gene_3701333,4096
gene_2525169,4095
gene_4474935,4090
gene_4562190,4087
gene_4492526,4077
gene_3264320,4066
gene_4089409,4064
gene_4414410,4063
gene_4003577,4043
gene_2794975,4033
gene_2788973,4009
gene_4265553,4002
gene_3755259,3998
gene_4321820,3990
gene_3847211,3988
gene_3378237,3974
gene_4348081,3971
gene_4218945,3962
gene_3866491,3959
gene_3782836,3958
gene_4503527,3923
gene_3738895,3913
gene_3211338,3901
gene_3259552,3897
gene_3485290,3897
gene_3752730,3895
gene_3247778,3893
gene_3784095,3890
gene_1924892,3889
gene_4306960,3883
gene_3049061,3879
gene_3996218,3852
gene_4435122,3851
gene_4458882,3850
gene_3724218,3845
gene_4447285,3841
gene_3589527,3813
gene_4080173,3805
gene_4463221,3799
gene_4222117,3798
gene_3144828,3788
gene_3238698,3774
gene_4596036,3759
gene_4523717,3758
gene_3934547,3756
gene_3945907,3751
gene_4203263,3744
gene_3269065,3744
gene_4622830,3740
gene_3913946,3731
gene_4474117,3730
gene_3789038,3728
gene_4445564,3723
gene_1873664,3722
gene_3535619,3722
gene_3940284,3715
gene_3360103,3705
gene_4249474,3699
gene_3312054,3698
gene_3575890,3694
gene_4282880,3692
gene_3432626,3692
gene_3955079,3685
gene_2256624,3678
gene_3045510,3662
gene_3053565,3656
gene_4616863,3648
gene_4172081,3637
gene_4016255,3635
gene_2481200,3630
gene_4612983,3619
gene_3728839,3616
gene_4222118,3615
gene_3780972,3614
gene_3314903,3613
gene_4517282,3612
gene_4448664,3592
gene_4034273,3584
gene_3576986,3567
gene_4265295,3563
gene_3209099,3560
gene_4389477,3554
gene_3244653,3554
gene_4257777,3553
gene_3873057,3551
gene_3913539,3541
gene_3836959,3541
gene_4632783,3538
gene_3377575,3533
gene_2947255,3523
gene_3501541,3522
gene_2517279,3521
gene_4348083,3516
gene_4604030,3512
gene_4258089,3504
gene_2855784,3497
gene_4557870,3470
gene_4329657,3462
gene_3584032,3440
gene_4132721,3439
gene_3947896,3430
gene_4489830,3425
gene_4330948,3423
gene_4215772,3421
gene_3723278,3414
gene_3517306,3412
gene_2560333,3411
gene_4030929,3409
gene_3866419,3408
gene_3511474,3397
gene_3742710,3392
gene_4033660,3387
gene_4305320,3363
gene_3583194,3362
gene_4218354,3359
gene_3986867,3358
gene_4500981,3348
gene_2974536,3342
gene_4500980,3342
gene_4067681,3341
gene_4527917,3331
gene_4280827,3323
gene_4573431,3318
gene_4611458,3314
gene_3524792,3309
gene_3910325,3304
gene_4598259,3303
gene_3835586,3302
gene_4244866,3300
gene_4023847,3298
gene_3611881,3288
gene_3649676,3264
gene_4580872,3262
gene_4392938,3254
gene_4465933,3243
gene_4231946,3242
gene_4586186,3227
gene_3245032,3225
gene_4238894,3215
gene_3840599,3204
gene_4474926,3196
gene_4158416,3196
gene_2851782,3187
gene_3477059,3181
gene_3825342,3180
gene_4299283,3180
gene_4577249,3180
gene_4513875,3178
gene_4317560,3176
gene_2844581,3164
gene_4382972,3155
gene_3624994,3141
gene_4378040,3140
gene_4528196,3140
gene_3886870,3136
gene_4545438,3131
gene_2398524,3127
gene_4153792,3126
gene_3098645,3119
gene_4493590,3116
gene_4513989,3116
gene_4321906,3113
gene_3659756,3112
gene_3366673,3101
gene_3574475,3093
gene_3996528,3091
gene_4392070,3081
gene_4128625,3073
gene_3977405,3071
gene_3688249,3070
gene_3271895,3065
gene_3396364,3063
gene_4147143,3063
gene_2953684,3063
gene_3664881,3047
gene_3611523,3046
gene_4630560,3046
gene_4513576,3038
gene_4334389,3037
gene_4009128,3035
gene_4089261,3028
gene_4373937,3022
gene_2828118,3020
gene_4298553,3017
gene_2507054,3014
gene_4578517,3013
gene_4426549,3012
gene_3431941,3009
gene_3558226,3000
gene_3921369,2998
gene_4410001,2997
gene_3892935,2985
gene_3388185,2984
gene_3768885,2982
gene_2791557,2978
gene_3805266,2970
gene_4593702,2968
gene_3940249,2968
gene_4107239,2967
gene_4231947,2965
gene_3371393,2961
gene_3598423,2959
gene_4437273,2950
gene_4179326,2948
gene_4042559,2943
gene_4053958,2929
gene_3546743,2928
gene_2583973,2926
gene_2876811,2924
gene_3391813,2924
gene_3788353,2918
gene_4168454,2917
gene_4430403,2913
gene_3137781,2898
gene_3979507,2893
gene_3963734,2888
gene_3740383,2886
gene_3420392,2877
gene_4383761,2876
gene_4411418,2875
gene_4542087,2874
gene_4099942,2871
gene_3762862,2870
gene_4504041,2867
gene_2762206,2859
gene_3009815,2851
gene_3203715,2850
gene_3971172,2848
gene_3920429,2845
gene_3930336,2844
gene_2658889,2843
gene_4128623,2832
gene_2938602,2829
gene_2659887,2828
gene_4308971,2824
gene_2891827,2821
gene_3716832,2817
gene_3876300,2801
gene_3208292,2788
gene_4434871,2783
gene_3170172,2777
gene_2775055,2774
gene_4308400,2771
gene_3596412,2756
gene_3701217,2753
gene_3319054,2752
gene_3447360,2750
gene_4528749,2745
gene_3868655,2744
gene_3987824,2736
gene_4467507,2736
gene_3992728,2736
gene_4055708,2734
gene_4566738,2733
gene_4385476,2730
gene_4372256,2713
gene_4347666,2711
gene_4494409,2706
gene_4499699,2701
gene_3991949,2696
gene_4502189,2695
gene_4090523,2693
gene_3224342,2689
gene_3532645,2687
gene_3414630,2687
gene_3835875,2687
gene_3525804,2686
gene_3008563,2676
gene_4358652,2675
gene_4279060,2667
gene_3508106,2663
gene_3845096,2648
gene_4179816,2643
gene_3769682,2641
gene_3616270,2638
gene_4585997,2637
gene_4001575,2635
gene_2889990,2631
gene_2688324,2626
gene_4622483,2613
gene_3736800,2609
gene_4483988,2609
gene_4101748,2606
gene_4483276,2593
gene_3356152,2593
gene_4037308,2583
gene_4542711,2580
gene_3962232,2574
gene_2651766,2574
gene_4413039,2571
gene_2226190,2570
gene_3229695,2540
gene_3846320,2518
gene_3422190,2511
gene_3804073,2501
gene_3359669,2489
gene_4529695,2482
gene_3748625,2480
gene_4485093,2478
gene_3474526,2477
gene_4018401,2475
gene_4051738,2475
gene_3992196,2470
gene_4120103,2470
gene_3736960,2469
gene_4210246,2469
gene_4225054,2465
gene_3840600,2460
gene_4152129,2459
gene_4412464,2458
gene_4058617,2455
gene_3740385,2448
gene_4516147,2438
gene_3367050,2430
gene_3811264,2426
gene_3552768,2416
gene_2684157,2413
gene_4604285,2412
gene_3252853,2406
gene_3470506,2400
gene_3768162,2397
gene_4442437,2397
gene_3405831,2397
gene_4105546,2397
gene_3942197,2395
gene_4070299,2391
gene_3878529,2391
gene_3293038,2375
gene_3335066,2369
gene_3410007,2364
gene_4622913,2360
gene_4330947,2357
gene_3250146,2354
gene_4634916,2353
gene_4007592,2348
gene_4436151,2345
gene_3533367,2327
gene_4364448,2316
gene_3700930,2314
gene_4321182,2313
gene_2847653,2313
gene_3939574,2309
gene_2892854,2307
gene_3801155,2305
gene_4495266,2303
gene_4513990,2300
gene_3998040,2294
gene_3656089,2291
gene_1797084,2289
gene_4070916,2288
gene_3487708,2283
gene_2451765,2280
gene_4325086,2277
gene_3944013,2275
gene_3340960,2274
gene_4105483,2269
gene_3986306,2269
gene_4246894,2268
gene_4007919,2268
gene_3021138,2267
gene_4089602,2267
gene_3300666,2261
gene_4062857,2260
gene_4246071,2259
gene_3331940,2256
gene_4252529,2250
gene_3900615,2249
gene_4080231,2246
gene_3637357,2238
gene_3730822,2236
gene_4525919,2234
gene_3377577,2222
gene_4540214,2211
gene_3524799,2210
gene_2974748,2208
gene_4099366,2205
gene_4181468,2203
gene_3656090,2197
gene_3920705,2194
gene_3387999,2188
gene_4214791,2183
gene_4529699,2177
gene_4013034,2176
gene_3864697,2171
gene_3924911,2170
gene_3443561,2170
gene_2777823,2168
gene_4638289,2167
gene_4505036,2162
gene_4615339,2160
gene_3902595,2158
gene_4505499,2158
gene_4103276,2155
gene_4117699,2150
gene_3875564,2146
gene_4131555,2140
gene_3158796,2136
gene_4155791,2129
gene_3557530,2124
gene_3812130,2120
gene_3703611,2116
gene_4408105,2114
gene_4270176,2112
gene_4130003,2108
gene_3930784,2104
gene_3352067,2088
gene_4527576,2087
gene_2658890,2086
gene_2195471,2084
gene_4174320,2082
gene_4096066,2073
gene_4149989,2069
gene_4216341,2069
gene_2794778,2066
gene_4063114,2060
gene_3452368,2059
gene_3979470,2051
gene_4096958,2047
gene_2836867,2046
gene_4131553,2046
gene_3878528,2045
gene_3576356,2037
gene_3603345,2033
gene_4039328,2032
gene_4337085,2026
gene_1796288,2019
gene_4248567,2019
gene_3293886,2019
gene_3720711,2018
gene_4435123,2018
gene_3515995,2014
gene_4363576,2013
gene_3946214,2009
gene_3994098,2007
gene_2489998,2006
gene_4618044,2004
gene_3790399,2002
gene_4382686,2000
gene_4612385,1998
gene_4110617,1993
gene_2531463,1990
gene_3830681,1986
gene_4255344,1986
gene_2870586,1985
gene_4095889,1981
gene_3256987,1978
gene_2658003,1975
gene_4159504,1966
gene_4635507,1964
gene_4252705,1964
gene_4269533,1964
gene_4153442,1961
gene_3267496,1961
gene_4242693,1961
gene_4073708,1959
gene_3052508,1959
gene_4446864,1949
gene_3917252,1948
gene_2588043,1947
gene_4467506,1943
gene_3943020,1941
gene_3878289,1937
gene_4044582,1936
gene_2891628,1932
gene_4109179,1932
gene_4405191,1930
gene_2264954,1925
gene_4334388,1921
gene_2975699,1920
gene_4213680,1919
gene_1930568,1917
gene_4021342,1915
gene_3431942,1915
gene_3680054,1911
gene_2398525,1911
gene_4261888,1911
gene_3675437,1908
gene_3793510,1906
gene_3852974,1905
gene_3731283,1904
gene_3830070,1903
gene_4146844,1899
gene_4443788,1897
gene_3706445,1892
gene_4409338,1890
gene_4456613,1890
gene_4611670,1890
gene_4452467,1887
gene_4182919,1883
gene_3483964,1882
gene_4108746,1880
gene_3087960,1879
gene_4609967,1878
gene_4477387,1878
gene_3169507,1876
gene_1943946,1874
gene_4426836,1872
gene_3339741,1872
gene_4367107,1871
gene_3163159,1865
gene_3365398,1863
gene_3457766,1860
gene_4602238,1855
gene_4088309,1850
gene_3892505,1839
gene_3659142,1838
gene_3483168,1835
gene_2982674,1832
gene_4430789,1823
gene_4079729,1822
gene_3151781,1810
gene_3570114,1803
gene_4347975,1802
gene_3729740,1801
gene_4274409,1801
gene_4543219,1798
gene_3979508,1793
gene_3781212,1789
gene_3169699,1788
gene_4290880,1787
gene_3748570,1787
gene_4466074,1782
gene_4003123,1780
gene_4095929,1779
gene_4149240,1779
gene_4452507,1778
gene_2687372,1776
gene_3570235,1772
gene_4573737,1767
gene_2738377,1764
gene_4445774,1764
gene_4040375,1763
gene_4339927,1762
gene_4334077,1756
gene_4268601,1755
gene_3768640,1752
gene_4137143,1749
gene_4019258,1747
gene_3761497,1747
gene_4353436,1745
gene_4442367,1744
gene_4280128,1744
gene_4180576,1744
gene_4369416,1740
gene_3754341,1731
gene_4384708,1727
gene_4363402,1721
gene_4114702,1717
gene_4471155,1717
gene_2403163,1715
gene_3853186,1715
gene_4239190,1714
gene_3950111,1713
gene_3017876,1713
4-4_GL0084790,1705
gene_2542392,1705
gene_3958335,1704
gene_3530376,1703
gene_4273368,1702
gene_4517630,1701
gene_4471081,1695
gene_3655250,1693
gene_3548732,1688
gene_4370922,1687
gene_3166850,1687
gene_3566700,1687
gene_2950539,1670
gene_4253613,1669
gene_4103029,1666
gene_4563513,1662
gene_4346855,1654
gene_4548238,1652
gene_4607190,1650
gene_3477439,1650
gene_3606768,1649
gene_4179817,1639
gene_4351361,1634
gene_4438084,1632
gene_4059907,1630
gene_2479644,1626
gene_4556934,1626
gene_4290563,1625
gene_3727693,1623
gene_3708805,1621
gene_3411395,1620
gene_4419666,1618
gene_3867072,1617
gene_4595285,1616
gene_4519327,1614
gene_4609410,1609
gene_4121122,1606
gene_2942453,1605
gene_4198064,1605
gene_4442343,1599
gene_4017616,1599
gene_4441498,1595
gene_4039330,1593
gene_2548133,1593
gene_3605075,1590
gene_4132911,1589
gene_4517788,1584
gene_2545589,1581
gene_4545706,1576
gene_4254653,1573
gene_2865884,1569
gene_4417977,1568
gene_4511433,1565
gene_2807308,1561
gene_4140834,1559
gene_2497116,1558
gene_3763409,1555
gene_4304471,1555
gene_4449542,1555
gene_4224908,1547
gene_3912717,1546
gene_3030514,1545
gene_4317729,1542
gene_4064682,1541
gene_4452723,1539
gene_4414549,1533
gene_3839277,1531
gene_2988423,1528
gene_4131554,1525
gene_3821375,1523
gene_4606035,1520
gene_4237820,1517
gene_3894131,1517
gene_3649966,1516
gene_4228672,1515
gene_4082320,1515
gene_4247181,1515
gene_4637268,1514
gene_4021415,1512
gene_2382596,1510
gene_3420703,1504
gene_3178518,1502
gene_4056695,1500
gene_4258310,1499
gene_3896782,1496
gene_3061537,1494
gene_4561712,1493
gene_2945924,1493
gene_2027438,1493
gene_3928063,1491
gene_4032220,1489
gene_4236880,1487
gene_3534883,1482
gene_3468031,1481
gene_4616818,1479
gene_2907468,1479
gene_3968138,1477
gene_3905500,1476
gene_3147418,1476
gene_4327639,1474
gene_4097100,1472
gene_4265316,1471
gene_3385050,1467
gene_3070147,1467
gene_4437344,1464
gene_3545699,1461
gene_2444072,1459
gene_3203079,1455
gene_4324715,1453
gene_3851480,1452
gene_3681740,1447
gene_3460949,1442
gene_3794014,1440
gene_4076446,1440
gene_4069655,1435
gene_3138143,1435
gene_3575376,1431
gene_4207445,1431
gene_4322121,1428
gene_4546130,1422
gene_3241222,1422
gene_4207199,1417
gene_4021954,1416
gene_2688259,1415
gene_3966376,1413
gene_2598443,1411
gene_3784734,1408
gene_4084415,1399
gene_4000393,1392
gene_4405189,1388
gene_4156632,1388
gene_3209100,1387
gene_4574726,1385
gene_4239563,1383
gene_4286467,1383
gene_3308717,1383
gene_4385236,1379
gene_2907312,1378
gene_2345741,1376
gene_3568137,1375
gene_4140213,1375
gene_4451134,1371
gene_4303071,1370
gene_4492869,1368
gene_3636022,1367
gene_3183669,1367
gene_4549415,1359
gene_3839567,1357
gene_3331026,1356
gene_3225670,1353
gene_2748605,1351
gene_3889288,1350
gene_3537520,1347
gene_3507312,1346
gene_2947299,1345
gene_4099202,1344
gene_4129389,1342
gene_3577630,1342
gene_3016197,1341
gene_4320137,1338
gene_4107753,1338
gene_4358011,1338
gene_2745606,1337
gene_3905031,1336
gene_4374499,1336
gene_3360102,1332
gene_4103030,1332
gene_3321131,1329
gene_3699416,1326
gene_4582928,1317
gene_3614375,1314
gene_3638608,1313
gene_4021955,1312
gene_2671473,1312
gene_3553954,1308
gene_3503605,1306
gene_2821593,1305
gene_2554635,1303
gene_4438282,1301
gene_4356249,1298
gene_2396716,1288
gene_4437326,1288
gene_3769614,1286
gene_4203262,1284
gene_4288577,1279
gene_3622006,1279
gene_4194280,1274
gene_2187964,1268
gene_3016196,1264
gene_2862595,1263
gene_2360609,1260
gene_3743822,1248
gene_3629582,1248
gene_3684338,1247
gene_3203713,1245
gene_3791658,1245
gene_2862090,1244
gene_4287837,1242
gene_2300063,1238
gene_4561586,1238
gene_3916226,1236
gene_4084315,1233
gene_3582062,1231
gene_2960316,1231
gene_4245387,1230
gene_2843767,1230
gene_3847533,1229
gene_3504372,1229
gene_4116340,1229
gene_2155406,1227
gene_3501642,1223
gene_3939997,1221
gene_4104294,1214
gene_2414908,1213
gene_4605923,1212
gene_3416091,1209
gene_3880134,1208
gene_3441169,1201
gene_3754200,1201
gene_2436565,1201
gene_3772264,1198
gene_3694244,1195
gene_3752113,1195
gene_3688415,1193
gene_3591813,1192
gene_4091043,1191
gene_4620662,1190
gene_2611139,1187
gene_3219872,1183
gene_4405089,1182
gene_3594870,1179
gene_3916811,1178
gene_4623429,1177
gene_4157725,1174
gene_4584189,1174
gene_3407586,1172
gene_4335671,1171
gene_4449784,1171
gene_4471424,1168
gene_4235718,1168
gene_3672159,1168
gene_3813131,1165
gene_4333933,1164
gene_4192376,1162
gene_4536110,1156
gene_4580879,1155
gene_3359107,1154
gene_4572013,1154
gene_3449131,1152
gene_4559733,1152
gene_3395345,1148
gene_3985927,1142
gene_3948070,1140
gene_3319848,1139
gene_3957926,1138
gene_3910328,1138
gene_3970211,1138
gene_3859151,1137
gene_2779193,1136
gene_2815513,1136
gene_4475386,1134
gene_4351018,1134
gene_4241568,1129
gene_4470406,1128
gene_3942185,1128
gene_3930693,1123
gene_2731442,1122
gene_3700585,1117
gene_4428354,1115
gene_3015770,1115
gene_3015454,1113
gene_3887703,1110
gene_4130075,1109
gene_2244609,1107
gene_1228123,1107
gene_3776251,1101
gene_4293903,1099
gene_3208633,1098
gene_2073551,1097
gene_3896976,1097
gene_4409697,1095
gene_4473652,1093
gene_3723759,1092
gene_3952481,1087
gene_2242713,1084
gene_4499199,1083
gene_4267891,1082
gene_3424683,1082
gene_4018213,1079
gene_4536800,1079
gene_4560857,1076
gene_3363935,1071
gene_2839180,1071
gene_4520504,1070
gene_4556772,1070
gene_4399332,1069
HF-F_4_GL0315444,1069
gene_4460953,1067
gene_4318733,1067
gene_3394078,1066
gene_4442443,1066
gene_3916745,1065
gene_3561552,1064
gene_4058580,1063
gene_4512224,1063
gene_4251654,1057
gene_3965834,1056
gene_4431481,1056
gene_4593768,1056
gene_3994719,1055
gene_4564532,1052
gene_3742308,1051
gene_2751765,1047
gene_4015697,1045
gene_2554634,1043
gene_4401953,1042
gene_3120991,1039
gene_3193677,1038
gene_4093542,1037
gene_3823489,1035
gene_4446473,1034
gene_3843954,1032
gene_3910851,1030
gene_4008014,1029
gene_3903189,1027
gene_2839877,1025
gene_3989276,1025
gene_4328904,1021
gene_4475245,1019
gene_3020902,1016
gene_4523371,1015
gene_2021737,1008
gene_4452368,1007
gene_2759629,1006
gene_4556371,1004
gene_3386808,1003
gene_4043107,1001
gene_4619635,1001
gene_4546408,997
gene_4181212,995
gene_4474332,990
gene_3426084,989
gene_3753724,988
gene_4259368,988
gene_3987263,987
gene_3171902,987
gene_3858975,986
gene_4369391,986
gene_3240042,984
gene_4631409,983
gene_3952118,982
