gene,noFMT_3_colon
gene_3831705,1006
gene_4036360,1005
gene_2736075,1002
gene_3762565,1002
gene_3408849,1000
gene_3544107,997
gene_3789039,992
gene_3393630,990
gene_3978143,990
gene_4420132,988
gene_4609966,988
gene_3159664,987
gene_3110449,985
gene_3673122,985
gene_4183762,983
gene_3302001,980
gene_4542301,974
gene_3986654,971
gene_4169428,968
gene_3685730,968
gene_3684198,967
gene_3885384,964
gene_4471536,964
gene_3573521,964
gene_4483277,961
gene_4096662,960
gene_2478969,960
gene_3419734,956
gene_4304252,953
gene_4626142,951
gene_3470408,950
gene_4568437,949
gene_3440800,946
gene_3020502,946
gene_4606530,946
gene_4157882,946
gene_4375746,945
gene_4214772,944
gene_3587112,941
gene_4250014,940
gene_4394211,938
gene_3730402,935
gene_3635121,935
gene_2677191,934
gene_4123435,932
gene_4160203,931
gene_3188931,930
gene_4566746,930
gene_4088307,928
gene_4474935,923
gene_3209751,923
gene_4466754,922
gene_3534785,921
gene_4629454,921
gene_2400855,918
gene_3894563,916
gene_4021958,914
gene_3520790,913
gene_4151035,912
gene_3740128,911
gene_4615338,909
gene_4217315,909
gene_3750089,908
gene_3314169,899
gene_3913538,899
gene_3825579,894
gene_3823488,892
gene_2933446,892
gene_4616863,889
gene_3870295,889
gene_3985860,888
gene_4059909,885
gene_4009535,882
gene_4309799,880
gene_3317329,877
gene_3980224,874
gene_2485364,874
gene_3256291,873
gene_3136800,873
gene_4548236,871
gene_4065008,870
gene_3049061,870
gene_3675601,868
gene_3521261,867
gene_3818620,866
gene_4628276,865
gene_3945907,865
gene_4139158,865
gene_4509529,863
gene_3414790,862
gene_4146198,861
gene_4485091,860
gene_4387186,856
gene_4087327,854
gene_4329853,854
gene_4497716,854
gene_4218946,853
gene_3000862,852
gene_4493120,851
gene_4346760,850
gene_4624028,847
gene_4503882,847
gene_4562190,844
gene_3259552,843
gene_4153791,842
gene_3461831,842
gene_3558225,841
gene_2736174,840
gene_3089759,840
gene_4609872,837
gene_4018366,834
gene_3996218,834
gene_4040747,833
gene_3497191,832
gene_2836625,828
gene_3385642,827
gene_3221436,823
gene_3782941,822
gene_3378237,821
gene_4310092,821
gene_4200727,818
gene_4073625,816
gene_4467509,815
gene_3940284,815
gene_4157349,810
gene_4137251,808
gene_4209155,807
gene_2347056,806
gene_4088308,805
gene_3911803,800
gene_1873664,799
gene_3784095,799
gene_3782836,798
gene_2525169,797
gene_4436960,797
gene_1924892,795
gene_4086729,795
gene_4492526,794
gene_3986267,792
gene_4348081,792
gene_4304251,791
gene_3724218,789
gene_3264320,789
gene_4503527,788
gene_4089409,786
gene_3247778,783
gene_4517282,783
gene_3992068,783
gene_3477282,782
gene_4249474,781
gene_3360103,781
gene_4416358,779
gene_4612983,778
gene_4306960,777
gene_4333487,777
gene_3653030,774
gene_4548882,773
gene_4414410,772
gene_4523717,769
gene_4006072,763
gene_3584032,761
gene_3701333,761
gene_4222118,761
gene_4080173,761
gene_3913539,759
gene_4622830,758
gene_3738895,756
gene_3432626,756
gene_4596036,755
gene_3752730,752
gene_3576986,752
gene_3988271,751
gene_4463221,749
gene_3144828,749
gene_3913946,748
gene_3847211,748
gene_4203263,748
gene_3986867,747
gene_3836959,746
gene_3866419,746
gene_4520153,744
gene_3211338,744
gene_4172081,743
gene_4321820,740
gene_3053565,740
gene_3611881,739
gene_2517279,738
gene_4489830,737
gene_3742710,736
gene_4222117,736
gene_2256624,731
gene_4474117,730
gene_3244653,727
gene_3780972,727
gene_4218945,726
gene_2788973,725
gene_3238698,725
gene_4280827,724
gene_3866491,721
gene_3955079,721
gene_3934547,719
gene_4132721,715
gene_3269065,715
gene_3575890,715
gene_4435122,714
gene_3314903,714
gene_2794975,713
gene_3045510,713
gene_4003577,712
gene_4392938,708
gene_4557870,707
gene_3755259,707
gene_4448664,707
gene_4265553,706
gene_4389477,703
gene_3789038,703
gene_3535619,701
gene_4465933,701
gene_3511474,700
gene_3485290,699
gene_4447285,699
gene_3501541,698
gene_4500981,698
gene_4158416,691
gene_4474926,690
gene_3377575,690
gene_3477059,687
gene_4067681,687
gene_3589527,686
gene_4034273,685
gene_3740383,685
gene_4299283,681
gene_4458882,679
gene_3312054,678
gene_3583194,678
gene_4265295,678
gene_4244866,677
gene_4348083,677
gene_2560333,676
gene_4317560,675
gene_2876811,671
gene_4630560,669
gene_4445564,669
gene_2398524,669
gene_4604030,669
gene_4231946,669
gene_4168454,668
gene_4215772,668
gene_3098645,668
gene_4632783,665
gene_4016255,663
gene_4107239,663
gene_3728839,663
gene_3835586,663
gene_4305320,662
gene_4410001,662
gene_2481200,662
gene_2855784,658
gene_4033660,658
gene_2947255,657
gene_4611458,657
gene_3873057,656
gene_4598259,656
gene_3209099,654
gene_4493590,653
gene_4437273,650
gene_4573431,649
gene_3517306,649
gene_4282880,648
gene_4430403,648
gene_3624994,647
gene_3366673,646
gene_4382972,644
gene_3892935,644
gene_4392070,644
gene_4527917,643
gene_4329657,641
gene_4257777,640
gene_4330948,640
gene_4030929,638
gene_2791557,638
gene_3388185,638
gene_2844581,637
gene_4513576,636
gene_3649676,634
gene_3009815,633
gene_4258089,627
gene_3271895,625
gene_3805266,623
gene_4500980,622
gene_4580872,621
gene_4153792,621
gene_4279060,619
gene_4577249,619
gene_4373937,619
gene_4586186,618
gene_2974536,616
gene_3245032,615
gene_3723278,614
gene_3910325,613
gene_4218354,613
gene_4593702,613
gene_3930336,613
gene_3688249,611
gene_4147143,610
gene_4238894,609
gene_4298553,607
gene_3940249,606
gene_3947896,606
gene_4179326,606
gene_4023847,604
gene_4383761,603
gene_3825342,602
gene_4231947,601
gene_4513875,598
gene_4426549,597
gene_2851782,596
gene_4128625,595
gene_3971172,595
gene_3574475,594
gene_3420392,593
gene_3963734,593
gene_4467507,593
gene_3876300,592
gene_4378040,592
gene_3170172,592
gene_3977405,591
gene_4528196,591
gene_4009128,591
gene_3835875,590
gene_4089261,590
gene_2953684,589
gene_3611523,589
gene_3845096,588
gene_4504041,587
gene_4578517,586
gene_4372256,585
gene_4099942,585
gene_2507054,585
gene_4513989,584
gene_4225054,583
gene_3319054,582
gene_3524792,581
gene_4334389,581
gene_4308400,580
gene_4042559,580
gene_2688324,579
gene_2775055,579
gene_3886870,579
gene_3664881,577
gene_2828118,576
gene_2583973,575
gene_4101748,575
gene_3991949,575
gene_3840599,574
gene_3224342,573
gene_4485093,570
gene_4494409,570
gene_3532645,566
gene_4321906,565
gene_4001575,565
gene_3996528,565
gene_3659756,565
gene_2762206,564
gene_3701217,564
gene_3431941,561
gene_3769682,561
gene_4058617,560
gene_4542711,557
gene_3992728,557
gene_3598423,556
gene_4411418,556
gene_4545438,556
gene_3396364,555
gene_4542087,555
gene_4499699,554
gene_3508106,552
gene_4566738,552
gene_3788353,550
gene_3921369,550
gene_3596412,550
gene_3768885,550
gene_3203715,550
gene_4128623,548
gene_4412464,547
gene_4053958,546
gene_4513990,545
gene_3359669,545
gene_4434871,545
gene_3768162,544
gene_3979507,543
gene_3137781,543
gene_3525804,541
gene_3868655,541
gene_3939574,540
gene_4529695,539
gene_3962232,539
gene_3716832,538
gene_3552768,537
gene_3740385,536
gene_3371393,536
gene_3558226,536
gene_4308971,535
gene_3208292,534
gene_2938602,533
gene_4090523,533
gene_3533367,531
gene_3546743,530
gene_4347666,530
gene_3846320,529
gene_3021138,527
gene_3391813,527
gene_3762862,526
gene_2226190,525
gene_4210246,525
gene_4051738,524
gene_2891827,519
gene_4483988,519
gene_4502189,519
gene_2451765,519
gene_4055708,518
gene_3335066,517
gene_3474526,517
gene_4413039,516
gene_3637357,515
gene_3992196,514
gene_4442437,513
gene_4505499,512
gene_3422190,511
gene_3443561,510
gene_3447360,510
gene_2892854,508
gene_4495266,508
gene_3387999,507
gene_3804073,506
gene_3405831,506
gene_4585997,505
gene_4105546,505
gene_4358652,503
gene_4018401,500
gene_3524799,500
gene_3920429,499
gene_3748625,499
gene_4105483,499
gene_3878529,497
gene_2889990,495
gene_4216341,495
gene_4155791,495
gene_2659887,494
gene_4037308,494
gene_4528749,493
gene_4483276,493
gene_3902595,493
gene_4604285,491
gene_3987824,491
gene_4516147,489
gene_4270176,489
gene_4622913,488
gene_3229695,488
gene_4149989,487
gene_3730822,486
gene_2651766,486
gene_4070299,486
gene_3356152,486
gene_3930784,485
gene_3367050,485
gene_3414630,485
gene_3410007,483
gene_4385476,482
gene_3656090,481
gene_3812130,481
gene_3008563,480
gene_3920705,479
gene_4321182,478
gene_3736800,477
gene_4096066,477
gene_2684157,475
gene_2847653,475
gene_2195471,475
gene_3252853,474
gene_4174320,474
gene_4062857,474
gene_4443788,474
gene_3942197,472
gene_3470506,472
gene_4529699,472
gene_4179816,471
gene_4634916,471
gene_4152129,471
gene_3616270,470
gene_4131553,465
gene_3377577,465
gene_4408105,465
gene_3840600,464
gene_2777823,464
gene_3340960,464
gene_3293038,464
gene_4099366,463
gene_4153442,462
gene_3944013,461
gene_3703611,460
gene_4618044,460
gene_4088309,459
gene_4246894,459
gene_3557530,458
gene_2658889,458
gene_4325086,456
gene_3487708,456
gene_3736960,456
gene_3431942,456
gene_4525919,456
gene_3052508,456
gene_4007592,455
gene_4248567,455
gene_3656089,455
gene_2870586,455
gene_4364448,454
gene_1930568,453
gene_4638289,453
gene_4261888,452
gene_4070916,452
gene_3576356,452
gene_2794778,452
gene_4334388,450
gene_4146844,449
gene_4080231,448
gene_3515995,447
gene_3878289,447
gene_2974748,445
gene_4109179,445
gene_3293886,444
gene_4505036,444
gene_3331940,444
gene_4452467,444
gene_4611670,443
gene_4456613,443
gene_3801155,443
gene_3811264,442
gene_3680054,442
gene_2658890,441
gene_4477387,439
gene_4255344,438
gene_1797084,437
gene_3158796,437
gene_4622483,434
gene_4363576,432
gene_4246071,431
gene_4117699,431
gene_3864697,431
gene_3830681,430
gene_4540214,428
gene_4103276,428
gene_4089602,427
gene_3924911,427
gene_3483964,427
gene_3900615,427
gene_4452507,426
gene_4436151,425
gene_3830070,425
gene_4369416,425
gene_3986306,425
gene_4040375,425
gene_3365398,424
gene_3352067,423
gene_2975699,423
gene_3452368,423
gene_3483168,422
gene_4214791,422
gene_4351361,422
gene_3878528,421
gene_3457766,421
gene_2658003,421
gene_3300666,420
gene_4382686,418
gene_4096958,417
gene_4252529,417
gene_4182919,417
gene_3731283,416
gene_3761497,416
gene_4446864,415
gene_3250146,414
gene_2891628,414
gene_3917252,412
gene_3675437,412
gene_2836867,411
gene_4265316,411
gene_3892505,411
gene_4007919,408
gene_3875564,408
gene_4268601,408
gene_4435123,407
gene_3790399,407
gene_1796288,406
gene_3477439,406
gene_3720711,406
gene_4609967,406
gene_4467506,406
gene_3700930,405
gene_3943020,404
gene_4274409,403
gene_3994098,403
gene_4519327,403
gene_4330947,403
gene_4120103,402
gene_3706445,402
gene_3256987,402
gene_3979470,402
gene_3606768,401
gene_3267496,400
gene_4137143,400
gene_4527576,400
gene_4044582,398
gene_4103029,398
gene_4236880,397
gene_4073708,397
gene_4039330,396
gene_4615339,396
gene_4021342,396
gene_4304471,395
gene_4449542,395
gene_4242693,394
gene_3998040,393
gene_4130003,393
gene_3748570,393
gene_3570235,392
gene_4269533,392
gene_3852974,391
gene_4063114,390
gene_4334077,389
gene_3151781,389
gene_2398525,388
gene_2264954,388
gene_4602238,386
gene_3754341,386
gene_4013034,386
gene_4180576,385
gene_4149240,385
gene_4517630,383
gene_4466074,382
gene_4213680,382
gene_4079729,382
gene_4159504,379
gene_4290563,379
gene_4039328,379
gene_2945924,378
gene_3163159,378
gene_3708805,378
gene_4280128,378
gene_3659142,378
gene_4273368,378
gene_4409338,378
gene_3169699,377
gene_4239190,375
gene_4110617,374
gene_4059907,373
gene_4347975,372
gene_4131555,372
gene_2489998,371
gene_2687372,371
gene_2988423,370
gene_3793510,369
gene_2588043,368
gene_2497116,368
gene_3603345,367
gene_2738377,367
gene_4003123,367
gene_3566700,366
gene_3946214,366
gene_2403163,366
gene_4181468,365
gene_4370922,365
gene_4353436,364
gene_3087960,363
gene_4606035,362
gene_4114702,360
gene_2545589,360
gene_4337085,358
gene_4252705,358
gene_4253613,358
gene_4438084,357
gene_2444072,357
gene_4082320,357
gene_3851480,356
gene_3166850,355
gene_4363402,355
gene_2688259,355
gene_4556934,355
gene_2531463,355
gene_4612385,354
gene_4367107,353
gene_3385050,352
gene_3958335,351
gene_2542392,350
gene_4563513,350
gene_4635507,350
gene_3867072,348
gene_3727693,348
gene_3950111,347
gene_4561712,346
gene_3729740,346
gene_3622006,346
gene_3339741,345
gene_4384708,345
gene_4095889,345
gene_4545706,345
gene_4224908,345
gene_4595285,345
gene_3655250,344
gene_1943946,344
gene_4254653,342
gene_3968138,342
gene_4198064,341
gene_4140834,341
gene_4426836,339
gene_4021415,337
gene_3030514,337
gene_3070147,337
gene_4417977,337
gene_4430789,336
gene_4021954,336
gene_4076446,336
gene_4095929,335
gene_4019258,334
gene_3896782,333
gene_4327639,333
gene_4405191,332
gene_4017616,332
gene_3763409,332
gene_3781212,331
gene_3905500,331
gene_3169507,329
4-4_GL0084790,329
gene_3061537,329
gene_4032220,329
gene_4405189,328
gene_4056695,328
gene_4131554,327
gene_3570114,327
gene_2982674,326
gene_2807308,325
gene_4441498,325
gene_4346855,324
gene_3420703,324
gene_4108746,323
gene_3894131,323
gene_3821375,323
gene_4140213,320
gene_3147418,319
gene_3768640,318
gene_4511433,318
gene_4437344,317
gene_3979508,317
gene_3839277,317
gene_2942453,316
gene_3416091,316
gene_3889288,316
gene_3582062,315
gene_3545699,315
gene_4322121,314
gene_4445774,314
gene_3534883,312
gene_4021955,312
gene_2865884,312
gene_2907468,312
gene_3605075,312
gene_3839567,312
gene_2155406,311
gene_4121122,311
gene_4442367,310
gene_2345741,309
gene_3794014,309
gene_3553954,309
gene_3241222,309
gene_4097100,309
gene_4609410,309
gene_4290880,308
gene_3468031,308
gene_3912717,308
gene_4179817,308
gene_3853186,307
gene_4543219,307
gene_4320137,306
gene_2382596,306
gene_3548732,305
gene_4132911,305
gene_4239563,305
gene_4228672,305
gene_4574726,303
gene_3209100,303
gene_2414908,303
gene_3308717,301
gene_3530376,300
gene_4616818,300
gene_3638608,300
gene_3178518,300
gene_3791658,299
gene_2950539,297
gene_3203713,297
gene_3948070,297
gene_4573737,296
gene_4471081,296
gene_4339927,296
gene_3743822,295
gene_4548238,295
gene_4286467,294
gene_4385236,294
gene_4419666,293
gene_4546130,293
gene_3681740,293
gene_3411395,292
gene_4107753,292
gene_3138143,292
gene_4414549,292
gene_3359107,291
gene_4247181,290
gene_4104294,290
gene_4156632,290
gene_4536800,290
gene_3649966,289
gene_3966376,289
gene_4235718,289
gene_4356249,289
gene_2779193,289
gene_4471155,288
gene_4303071,288
gene_3017876,287
gene_4069655,286
gene_3321131,286
gene_2947299,285
gene_3742308,285
gene_2748605,284
gene_4405089,284
gene_3699416,284
gene_3928063,283
gene_4099202,283
gene_4437326,281
gene_4207199,280
gene_3501642,279
gene_4556772,279
gene_2436565,279
gene_4258310,278
gene_3575376,278
gene_4324715,278
gene_2027438,277
gene_4064682,277
gene_3847533,277
gene_3015454,277
gene_3688415,276
gene_3636022,276
gene_4607190,275
gene_4237820,275
gene_3203079,275
gene_4442343,273
gene_4561586,272
gene_3952481,272
gene_4517788,272
gene_2671473,272
gene_4605923,271
gene_3504372,271
gene_2548133,270
gene_4188448,270
gene_3568137,269
gene_4637268,269
gene_4452368,269
gene_4287837,267
gene_3407586,267
gene_4134797,266
gene_4572013,266
gene_4267891,265
gene_4549415,265
gene_4000393,264
gene_4354034,263
gene_3930693,262
gene_4452723,262
gene_4203262,262
gene_2839180,262
gene_4438282,262
gene_4512224,262
gene_3752113,262
gene_2505865,261
gene_2444978,261
gene_3537520,261
gene_3957926,261
gene_4492869,260
gene_4091043,260
gene_3905031,260
gene_3880134,260
gene_3561552,259
gene_3769614,258
gene_4317729,258
gene_2815513,257
gene_2187964,257
gene_3772264,256
gene_4470406,255
gene_4251654,255
gene_3609578,255
gene_4582928,255
gene_3395345,254
gene_2554635,254
gene_4288577,254
gene_4559733,253
gene_4084415,253
gene_3183669,253
gene_3460949,252
gene_3776251,252
gene_2479644,251
gene_3331026,251
gene_3171902,250
gene_3942185,250
gene_3614375,249
gene_2862090,249
gene_4116340,249
gene_3016196,248
gene_4475245,248
gene_3219872,247
gene_2611139,247
gene_4449784,247
gene_3629582,246
gene_4475386,246
gene_2862595,246
gene_4632766,246
gene_4245387,245
gene_2598443,245
gene_4194280,244
gene_2960316,244
gene_3449131,244
gene_4374499,244
gene_2907312,244
gene_2300063,244
gene_4316716,243
gene_3015770,243
gene_2554634,243
gene_2396716,242
gene_3723759,242
gene_4584189,242
gene_2745606,241
gene_4473652,241
gene_3916745,241
gene_3910851,240
gene_2843767,240
gene_4451134,240
gene_4103030,240
gene_3700585,240
gene_2821593,240
gene_4523371,239
gene_4460953,239
gene_4129389,239
gene_4560857,239
gene_3016197,239
gene_3916811,238
gene_4241568,238
gene_3813131,238
gene_2242713,238
gene_3630332,238
gene_3125400,237
gene_4474332,237
gene_4333933,236
gene_2751765,236
gene_3835984,236
gene_3903189,236
gene_3784734,235
gene_4428354,234
gene_4084315,234
gene_3859151,234
gene_3507312,234
gene_4130075,234
gene_4546408,233
gene_4556371,233
gene_4192376,232
gene_4471424,232
gene_3979571,231
gene_3426084,231
gene_4409697,230
gene_4015697,228
gene_4477933,228
gene_4207445,228
gene_2244609,227
gene_2671553,227
gene_3020902,227
gene_4259368,226
gene_4187980,226
gene_3823489,226
gene_4351018,225
gene_3424683,225
gene_3965834,225
gene_3684338,225
gene_3896976,224
gene_4580879,224
gene_3972840,223
gene_4043107,222
gene_3360102,222
gene_4559732,222
gene_3840831,222
gene_3577630,222
gene_3319848,222
gene_3761008,221
gene_2936220,221
gene_3308769,220
gene_2612009,220
gene_2839877,220
gene_4350987,219
gene_4399332,219
gene_4431481,218
gene_3087064,218
gene_3363935,218
gene_3434320,218
gene_3672159,218
gene_3887703,218
gene_4145712,217
gene_3031888,217
gene_3952118,217
gene_4544227,217
gene_3503605,217
gene_3591813,216
gene_3386808,216
gene_3647451,216
gene_4446473,216
gene_4369391,215
gene_4620662,215
gene_4623429,215
gene_3225670,215
gene_4593768,215
gene_4335671,215
gene_3939997,214
gene_3594870,214
gene_2748457,213
gene_4497927,213
gene_4022999,213
gene_3754200,213
gene_3694244,212
gene_3985927,212
gene_2360609,212
gene_3916226,212
gene_3284991,212
gene_3994719,212
gene_2113055,211
gene_3759426,211
gene_4293903,210
gene_4443822,210
gene_4564532,210
gene_4589746,210
gene_3208633,209
gene_4186093,209
gene_4536110,208
gene_4401953,208
gene_3549334,207
gene_4358011,207
gene_2655864,206
gene_3989276,206
gene_1228123,205
gene_3024445,205
gene_4089213,205
gene_4624815,204
gene_3193677,204
gene_4328904,204
gene_4022371,203
gene_4325564,203
gene_2709517,203
DSM22607_4_GL0243623,203
gene_4124058,201
gene_4520504,201
gene_2207959,200
gene_3843954,198
gene_4237576,198
gene_3928646,198
gene_4214790,198
gene_4018213,198
gene_3661365,197
gene_4238847,196
gene_4593553,196
gene_2731442,195
gene_3688763,195
gene_3791024,195
gene_3407587,195
gene_3369022,195
gene_4306017,194
gene_3771904,193
gene_4157725,193
gene_4499199,193
gene_4023574,193
gene_4631408,193
gene_3826634,193
gene_4442443,192
gene_4551145,192
gene_3334043,192
gene_3766364,191
gene_4631409,191
gene_3970211,191
gene_3205533,191
gene_4375749,190
gene_4093542,190
gene_3975977,189
gene_4318733,188
gene_4058580,188
gene_4274460,187
gene_3487896,187
gene_4181212,187
gene_3819729,186
gene_4341527,186
gene_4253786,186
gene_3154440,186
gene_3616404,185
gene_2958888,185
gene_4198066,184
gene_4421702,184
gene_3120991,183
Food_11_GL0357206,183
gene_4512223,183
gene_2759629,183
gene_3987263,183
gene_3399198,183
1-1_GL0152039,182
gene_3122280,182
gene_3757682,182
gene_3753724,182
gene_2135555,181
gene_3840202,181
gene_3394078,180
gene_3940464,180
gene_3507903,180
gene_4089109,179
gene_3487488,179
gene_4000699,179
gene_3573195,178
gene_3788614,178
gene_3240042,178
gene_4292228,178
gene_4602026,178
gene_4370760,178
gene_2598436,177
gene_3910328,176
gene_4438048,176
gene_4158662,176
gene_3371392,176
gene_2801116,176
gene_3584310,176
gene_4095762,176
gene_4227884,176
HF-F_4_GL0315444,175
gene_3930782,175
gene_4515345,175
gene_3026649,174
gene_4103682,174
gene_3770444,174
gene_3559517,174
gene_3296140,174
gene_3331960,173
gene_4259576,173
gene_4285981,173
gene_4328530,172
gene_4491746,172
